"AZIENDA ULSS";"ID_Unita";"Provincia ";"Comune";"Categoria                
";"Tipologia";"Descrizione materiali";"A - Friabilita";" B - Uso pubblico";" C - Accessibilita";" D - Presenza di confinamento";" I1 - Quantita di materiale stimato (Kg)";"Peso stimato friabile (kg)";"Peso stimato compatto (kg)";" I2 -
Presenza di un programma di manutenzione e controllo ";" I3 - Attivita";" I4 - 
Presenza di cause che creano o favoriscono la dispersione di fibre";" I5 - Concentrazione di fibre aerodisperse (ff/l) ";" I6 - 
Area di estensione del sito (m2)";"? Effettiva area ricompresa nel perimetro del sito  (m2)";" I7 - 
Superficie esposta allaaria (m2)";" Effettiva superficie con amianto friabile  (m2)";" Effettiva superficie con amianto compatto (m2)";" I8 - Coinvolgimento del sito in lavori di urbanizzazione";" I9 - 
Stato di conservazione delle strutture edili";" I10 - 
Tempo trascorso dalla dismissione (anni)";"Data dismissione
(gg-mm-aaa)";" I11 - 
Tipologia di amianto presente";" I12 - 
Dati epidemiologici";" I13 - 
Frequenza di utilizzo";" I14 - 
Distanza dal centro urbano (m)";"Distanza dal centro urbano (km)";" I15 - 
Densita di popolazione ";" I16 - 
Eta media dei soggetti frequentatori (anni)";"Stato della bonifica ";"Tipo di intervento ";"Costi Totali stimati dell'intervento (a)";"Fondi locali/regionali assegnati (a)";"Stima dei fabbisogni finanziari (a)";"Classe di priorita";"Coefficiente di priorita";"Punteggio Mappatura";"Coordinate X (WGS84-UTM fuso 32)";"Coordinate Y (WGS84-UTM fuso 32)"
2;86;"BELLUNO";"32026 MEL";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;3400;1;1;1;2;5;1000;5;;200;1;5;1;;1;1;5;1;2;2;2;"A";;1600;;;4;0,4;133,80;275577,69;5105029,89
2;87;"BELLUNO";"32036 SEDICO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;51000;1;1;1;2;9;6500;8;;3000;1;5;1;;1;1;5;1;2;2;2;"A";;24000;;;4;0,4;184,20;276675,24;5110388,01
2;88;"BELLUNO";"32030 CESIOMAGGIORE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;14960;1;1;1;2;5;3000;8;;880;1;5;1;;1;1;5;1;1,5;2;2;"A";;7040;;;4;0,4;167,40;730719,66;5107419,48
2;89;"BELLUNO";"32031 ALANO DI PIAVE";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;3876;10;1;1;2;5;2000;5;;228;1;5;1;;3;1;5;1;3;2;2;"A";;1824;;;4;0,4;161,40;725620,07;5087966,11
2;90;"BELLUNO";"32030 SEREN DEL GRAPPA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;1;10;;1989;1;1;1;2;9;5500;5;;117;1;5;1;;1;1;5;1;1,5;2;2;"B";;936;;;5;0,3;76,50;719409,89;5092376,79
2;91;"BELLUNO";"32030 ALANO DI PIAVE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;22100;1;1;1;2;5;3500;8;;1300;1;5;1;;1;1;5;1;2;2;2;"A";;10400;;;4;0,4;167,40;"726242.74";"5088431.37"
2;92;"BELLUNO";"32030 SANTA GIUSTINA";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;2,5;2,5;10;;510;1;1;1;2;5;3500;5;;30;1;5;1;;3;1;10;1;3;2;2;"A";;240;;;3;0,7;360,15;"271740.33";"5107676.91"
2;93;"BELLUNO";"32026 MEL";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;510;10;1;1;2;5;4000;5;;30;1;5;0;;1;1;5;1;2,5;2;2;"A";;240;;;4;0,4;153,00;"273639.96";"5104325.56"
2;94;"BELLUNO";"32030 QUERO";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;3570;1;3;1;2;9;5100;5;;210;1;5;1;"> 3 ANNI";3;1;5;3;1;4;2;"A";;1680;;;4;0,4;331,00;"727227.37";"5089597.5"
2;95;"BELLUNO";"32036 SEDICO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;1;15;;387600;1;1;1;2;9;6000;5;;22800;1;5;0;;1;1;5;3;0,8;4;2;"B";;182400;;;5;0,3;101,70;"275287.42";"5109612.61"
2;96;"BELLUNO";"32030 ARSIE'";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;1;10;;5950;1;1;1;2;5;2500;5;;350;1;5;0;;1;1;5;1;3;2;2;"B";;2800;;;5;0,3;67,50;"713487.16";"5095244.84"
2;97;"BELLUNO";"32936 SEDICO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;13600;1;1;1;2;9;5500;8;;800;1;5;0;;1;1;5;3;0,8;4;2;"A";;6400;;;4;0,4;223,80;"275884.97";"5110291.99"
2;98;"BELLUNO";"32030 FONZASO";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;12978,14;1;1;1;2;5;3000;8;;763,42;1;5;0;;1;1;5;1;2,3;2;2;"A";;6107,36;;;4;0,4;165,00;"717843.23";"5098269.88"
2;99;"BELLUNO";"32036 SEDICO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;151215;1;1;1;2;9;7500;8;;8895;1;5;0;;3;1;5;1;1,5;2;2;"B";;71160;;;4;0,4;187,80;"275144.89";"5109232.67"
2;100;"BELLUNO";"32020 LENTIAI";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;58650;1;1;1;2;9;5100;8;;3450;1;5;0;;1;1;5;1;2,5;2;2;"A";;27600;;;4;0,4;181,80;"268742.89";"5103101.14"
2;101;"BELLUNO";"32028 TRICHIANA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;714000;1;1;1;2;9;10000;10;;42000;1;5;0;;3;1;5;1;3;2;2;"A";;336000;;;4;0,4;196,20;"278975.36";"5107381.4"
2;102;"BELLUNO";"32029 TRICHIANA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"RIVESTIMENTO";1;1;1;1;;;;1;1;1;2;9;10000;;;"100 m lineari";1;5;0;;3;1;5;1;3;2;2;"B";;"#VALORE!";;;5;0,3;49,50;"278975.36";"5107381.4"
2;103;"BELLUNO";"32030 QUERO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;10455;1;1;1;2;5;5000;8;;615;1;5;0;;1;1;5;1;3;2;2;"A";;4920;;;4;0,4;165,00;"727723.3";"5089753.49"
2;104;"BELLUNO";"32036 SEDICO";2;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"PANNELLI";1;1;1;1;15;;42500;1;1;1;2;5;4500;5;;2500;1;5;0;;1;1;5;1;1,8;2;2;"A";;20000;;;5;0,3;76,50;"275622.09";"5109219.78"
2;105;"BELLUNO";"32035 SANTA GIUSTINA";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;2,5;2,5;10;;3944;1;1;1;2;5;3500;5;;232;1;5;0;;1;1;5;1;3,5;2;2;"A";;1856;;;3;0,7;308,70;;
2;106;"BELLUNO";"32030 SAN GREGORIO";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;5100;10;1;1;2;5;800;5;;300;1;5;0;;1;1;5;1;1,5;2;2;"A";;2400;;;4;0,4;153,00;"270172.9";"5108600.67"
2;107;"BELLUNO";"32036 SEDICO";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;19550;1;1;1;2;5;4000;8;;1150;1;5;0;;1;1;5;3;1;2;2;"A";;9200;;;4;0,4;181,80;"276190.22";"5110378.75"
2;108;"BELLUNO";"32036 SEDICO";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;5015;1;1;1;2;5;4500;5;;295;1;5;0;;1;1;5;3;1;4;2;"A";;2360;;;4;0,4;173,40;"275717.87";"5110755.78"
2;109;"BELLUNO";"32026 MEL";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;1;15;;"#VALORE!";1;1;1;2;5;4000;8;;"rimosso";1;5;0;;3;1;5;1;2;2;2;"A";;"#VALORE!";;;4;0,4;111,60;"273856.09";"5102294.23"
2;110;"BELLUNO";"32030 FONZASO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;1;15;;99790;1;1;1;2;9;5000;5;;5870;1;5;0;;1;1;5;1;2;2;2;"A";"CONFINAMENTO";46960;;;5;0,3;83,70;"717749.46";"5098238.39"
2;111;"BELLUNO";"32020 LENTIAI";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;"#VALORE!";1;1;1;2;9;10000;10;;"5400 (rimossi 2000)";1;5;0;;1;10;5;1;4;2;2;"B";"BONIFICATE 9 GUARNIZIONI NEL 2012";"#VALORE!";;;4;0,4;201,00;"731890.22";"5102444.61"
2;112;"BELLUNO";"32032 FELTRE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;5;;1462;1;1;1;2;9;7500;5;;86;1;5;0;;1;1;5;1;2;2;2;"A";;688;;;4;0,4;127,20;"729714.36";"5100676.24"
2;113;"BELLUNO";"32030 QUERO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;4250;1;1;1;2;5;5000;5;;250;1;5;0;;1;1;5;1;1,5;2;2;"A";;2000;;;4;0,4;131,40;"726935.05";"5099266.45"
2;114;"BELLUNO";"32032 FELTRE";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;2,5;1;2,5;10;;5100;1;1;1;2;5;3000;5;;300;1;5;0;;1;1;5;5;0,5;4;2;"A";;2400;;;4;0,4;275,40;"726164.55";"5100759.33"
2;115;"BELLUNO";"32030 SEREN DEL GRAPPA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;68000;1;1;1;2;9;7500;8;;4000;1;5;0;;3;1;5;1;2;2;2;"A";;32000;;;4;0,4;187,80;"722342.75";"5098477.85"
2;116;"BELLUNO";"32031 ALANO DI PIAVE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;48790;1;1;1;2;5;5000;8;;2870;1;5;0;;3;1;5;5;0,5;4;2;"A";;22960;;;4;0,4;246,60;"725340.38";"5087404.99"
2;117;"BELLUNO";"32035 SANTA GIUSTINA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"MATERIALE ISOLANTE";1;1;1;2,5;10;;"#VALORE!";1;1;1;2;9;13000;5;;" (rimosse guarnizioni)";1;5;0;;3;10;5;1;3;2;2;"B";"BONIFICATO";"#VALORE!";;;4;0,4;165,00;"271191.48";"5106404.18"
2;118;"BELLUNO";"32032 FELTRE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"GUARNIZIONI";1;1;1;2,5;5;;"#VALORE!";1;1;1;2;9;10000;5;;"(rimosse guarnizioni forno)";1;5;0;;3;10;5;5;0,5;4;2;"C";"RIMOZIONE";"#VALORE!";;;4;0,4;219,60;"724971.84";"5099817.96"
2;119;"BELLUNO";"32036 SEDICO";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;15300;1;1;1;2;5;3500;8;;900;1;5;0;;1;1;5;3;1,5;2;2;"A";;7200;;;4;0,4;181,80;"275754.42";"5110905.46"
2;120;"BELLUNO";"32032 FELTRE";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;16150;10;1;1;2;5;4000;8;;950;1;5;0;;1;1;5;1;2;2;2;"A";;7600;;;4;0,4;186,60;"723214.44";"5099504.81"
2;121;"BELLUNO";"32035 SANTA GIUSTINA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;1;15;;24012,058;1;1;1;2;5;4000;8;;1412,474;1;5;0;;1;1;5;1;2;2;2;"A";;11299,792;;;4;0,4;109,20;"271335.29";"5106833.91"
2;122;"BELLUNO";"32032 FELTRE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;39066;1;1;1;2;9;7500;8;;2298;1;5;0;;3;1;5;1;2,5;2;2;"B";;18384;;;4;0,4;187,80;"725818.45";"5103731.96"
2;123;"BELLUNO";"32035 SANTA GIUSTINA";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;76500;1;1;1;2;9;7000;8;;4500;1;5;0;;1;1;5;1;2;2;2;"A";;36000;;;4;0,4;181,80;"269725.66";"5106762.95"
2;124;"BELLUNO";"32020 LENTIAI";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;7140;1;1;1;2;5;3500;5;;420;1;5;0;;1;1;5;1;3;2;2;"A";"BONIFICATO APRILE 2013";3360;;;4;0,4;131,40;"269769.41";"5102080.46"
2;125;"BELLUNO";"32030 QUERO";2;"EDIFICI AGRICOLI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;5;;1190;1;1;1;2;5;2000;5;;70;1;5;0;;1;1;5;1;2;2;2;"A";;560;;;4;0,4;110,40;"727567.44";"5088622.18"
2;126;"BELLUNO";"32035 SANTA GIUSTINA";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;1853;1;1;1;2;5;3000;5;;109;1;5;0;;1;1;5;5;0,5;4;2;"A";;872;;;4;0,4;207,00;"725433.77";"5099717.16"
2;127;"BELLUNO";"32036 SEDICO";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;20400;1;1;1;2;5;3500;8;;1200;1;5;0;;3;1;5;1;2;2;2;"A";;9600;;;4;0,4;171,00;"277018.38";"5110299.89"
2;128;"BELLUNO";"32036 SEDICO";2;"EDIFICI PUBBLICI E PRIVATI";"LASTRE DI AMIANTO ONDULATE";1;2,5;1;2,5;15;;"#VALORE!";10;1;1;2;9;7500;8;;"440 (rimossi 540 mq)";1;5;0;;3;1;5;1;4;2;2;"A";;"#VALORE!";;;4;0,4;250,80;"277211.33";"5109588.89"
2;129;"BELLUNO";"32032 FELTRE";1;"EDIFICI INDUSTRIALI E LORO PERTINENZE";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;15;;12920;10;1;1;2;5;4000;8;;760;1;5;0;;1;1;5;1;3;2;2;"A";;6080;;;4;0,4;186,60;"723683.8";"5099574.36"
2;130;"BELLUNO";"32031 ALANO DI PIAVE";1;"EDIFICI ARTIGIANALE E DI SERVIZIO";"LASTRE DI AMIANTO ONDULATE";1;1;1;2,5;10;;4505;1;1;1;2;5;2000;5;;265;1;5;1;;3;1;5;1;3;2;2;"A";;2120;;;4;0,4;139,80;"726146.15";"5087837.7"
2;131;"BELLUNO";"SOSPIROLO";2;"Edifici artigianali e loro pertinenze";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;190;1;1;1;2;5;1000;5;0;55;1;5;1;;1;1;20;5;0;4;2;"A";"B";30000;0;0;2;0,8;769,2;737378,277;5114512,089
2;132;"BELLUNO";"SAN GREGORIO NELLE ALPI";2;"Centrali termiche";"guarnizione bruciatore caldaia";2;2,5;2,5;2,5;5;0;0;10;1;1;2;3;10;5;0;0;1;30;1;;1;1;5;5;0;4;2;"A";;2600;0;0;1;1,2;1476;733888,268;5110007,809
2;133;"BELLUNO";"SAN GREGORIO NELLE ALPI";2;"Centrali termiche";"guarnizione bruciatore caldaia";2;1;2,5;2,5;5;0;0;10;1;1;2;3;113;5;0;0;1;30;1;;1;1;20;3;0;2;2;"A";;2600;0;0;2;0,8;762;734583,7;5110231,949
2;134;"BELLUNO";"SEDICO";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;1;10;0;1540;1;1;1;2;5;2575;5;0;440;1;5;1;;1;1;20;5;0;4;10;"C";"B";45000;0;0;5;0,3;291,6;744059,218;5115726,408
2;135;"BELLUNO";"SEDICO";2;"Uffici pubblica amministrazione";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;315;1;1;1;2;9;5796;5;0;90;1;30;1;;1;1;10;5;0;4;2;"B";"B";9000;0;0;2;0,8;982,8;739383,743;5110836,965
2;136;"BELLUNO";"SEDICO";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;2,5;1;15;0;20000;1;1;1;2;9;6691;8;0;1236;1;5;1;;3;1;20;5;0;4;2;"C";"A";18000;0;0;5;0,3;212,85;739367,435;5109806,176
2;137;"BELLUNO";"SEDICO";2;"Uffici pubblica amministrazione";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;1700;1;1;1;2;5;1400;5;0;460;1;5;1;;1;1;20;5;0;4;10;"A";;45000;0;0;2;0,8;925,2;739372,386;5110985,293
2;138;"BELLUNO";"SANTA GIUSTINA";2;"Uffici pubblica amministrazione";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;242;10;1;5;2;5;69;5;0;69;1;5;1;;1;1;20;5;0;4;2;"A";;1;0;0;2;0,8;892,8;735154,762;5107913,989
2;139;"BELLUNO";"FELTRE";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;2,5;2,5;5;;300;10;1;1;2;9;;5;;20;1;30;1;;1;1;20;3;1;4;10;"A";;10000;0;0;2;0,8;1178,4;679515,585;5056478,847
2;140;"BELLUNO";"FELTRE";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;600;10;1;1;2;5;4000;5;0;400;1;30;1;;1;1;20;5;0;4;10;"B";"BC";50000;0;0;2;0,8;1300,8;659245,473;5026117,258
2;141;"BELLUNO";"FELTRE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;10;0;2000;10;1;1;2;5;1000;5;0;100;1;5;1;;1;1;20;5;0;4;10;"A";"B";20000;0;0;5;0,3;319,95;722920,883;5032959,482
2;142;"BELLUNO";"CESIOMAGGIORE";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;;5000;1;1;1;2;3;350;5;;350;3;5;0;;3;1;20;5;2;2;2;"A";;30000;0;25000;2;0,8;700,8;730870,353;5107693,971
3;143;"VICENZA";"Bassano del Grappa";2;"Azienda Sanitaria";"tubi coibentati";2;1;2,5;2,5;5;26,7;0;1;1;1;2;3;89;5;89;0;1;5;;;1;1;5;5;0;4;2;"A";;;;;2;0,8;439,20;"713231.84";"5070518.63"
3;144;"VICENZA";"Bassano del Grappa";2;"Azienda Sanitaria";"tubi coibentati";2;1;2,5;2,5;5;73,2;0;1;1;1;2;3;184;5;184;0;1;5;;;1;1;5;5;0;4;2;"A";;;;;2;0,8;439,20;"713037.26";"5070834.52"
3;145;"VICENZA";"Bassano del Grappa";2;"Azienda Sanitaria";"tubi coibentati";2;1;2,5;2,5;5;7,5;0;1;1;1;2;3;24;5;24;0;1;5;;;1;1;5;5;0;4;2;"A";;;;;2;0,8;439,20;"713246.72";"5070800.94"
3;146;"VICENZA";"Asiago";2;"Ospedale";"tubi coibentati";2;1;2,5;2,5;5;367,8;0;1;1;1;2;5;794,16;5;794,16;0;1;5;;;1;1;20;1;2;2;2;"A";;;;;2;0,8;435,60;0;0
3;147;"VICENZA";"Roana";2;"Ospedale";"tubi coibentati - copertura in cemento-amianto";"2";1;2,5;2,5;10;14,1;2193;1;3;1;2;3;151;5;22;129;1;5;3;;1;1;5;3;1;2;2;"A";;;;;2;0,8;672,00;"689208.36";"5082898.6"
3;148;"VICENZA";"MASON VICENTINO";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;1750;10;1;1;2;5;1500;8;0;500;3;30;1;;1;1;20;5;0;4;10;"A";;73000;0;0;2;0,8;1341,6;702950,897;5065900,59
3;149;"VICENZA";"TEZZE SUL BRENTA";2;"Centrali termiche";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";2;2,5;2,5;2,5;10;800;0;10;1;1;2;5;7190;5;60;0;1;5;1;;3;1;5;5;0;4;10;"B";"C";10000;0;0;1;1,2;1310,4;712952,903;5062650,999
3;150;"VICENZA";"TEZZE SUL BRENTA";2;"Centrali termiche";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";2;2,5;2,5;2,5;5;300;0;10;1;1;2;5;1850;5;8;0;1;5;1;;3;1;5;5;0;4;10;"A";"C";5000;0;0;1;1,2;1220,4;710817,285;5064176,349
3;151;"VICENZA";"TEZZE SUL BRENTA";2;"Centrali termiche";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";2;2,5;2,5;2,5;10;2000;0;10;1;1;2;9;6200;5;74;0;1;5;1;;3;1;5;5;0;4;10;"B";"A";15000;0;0;1;1,2;1375,2;710704,496;5062817,143
3;152;"VICENZA";"BASSANO DEL GRAPPA";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;2550;1;1;5;2;9;5879;5;0;150;1;5;1;;1;1;20;5;0;4;2;"A";;0;0;0;3;0,7;614,25;713272,679;5070828,358
3;153;"VICENZA";"BASSANO DEL GRAPPA";2;"Scuole di ogni ordine e grado";"pannelli isolanti";1;2,5;2,5;1;15;0;30600;1;1;1;2;9;3384;8;0;1800;1;30;1;;1;1;20;5;0;4;10;"A";;0;0;0;5;0,3;436,5;774324,212;5163038,379
3;154;"VICENZA";"NOVE";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;6800;10;1;1;2;5;3570;5;0;400;1;5;1;;1;1;5;3;1;2;2;"A";;6,5;0;0;3;0,7;408,45;708421,981;4989410,359
3;155;"VICENZA";"NOVE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;0;340;10;1;1;2;5;4680;5;0;20;1;5;1;;1;1;20;5;0;4;10;"B";"A";1500;0;0;2;0,8;940,8;667250,213;5031638,227
3;156;"VICENZA";"NOVE";2;"Impianti sportivi";"Pavimenti vinilici";1;2,5;2,5;2,5;5;0;200;10;1;1;2;5;2000;5;0;150;1;5;1;;1;1;20;5;0;4;10;"A";;2000;0;0;2;0,8;940,8;705254,979;4995686,037
3;157;"VICENZA";"GALLIO";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;7514;10;1;1;2;3;450;5;0;442;1;5;1;;1;1;10;1;2;2;2;"A";;0;0;0;3;0,7;401,1;742787,407;5111303,706
3;158;"VICENZA";"CARTIGLIANO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;9700;10;1;1;2;5;2923;8;0;570;1;5;1;;1;1;20;5;0;4;10;"A";;70000;0;0;3;0,7;702,45;709749,176;5065727,789
3;159;"VICENZA";"ASIAGO";2;"Uffici pubblica amministrazione";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;1;2,5;5;0;100;10;1;1;2;3;0;5;0;0;1;5;7;;1;1;5;5;0;4;2;"A";"C";10000;0;0;4;0,4;297;694716,976;5083280,265
4;160;"VICENZA";"SCHIO";1;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"forno con pareti in lamiera";2;1;1;1;10;5;0;1;1;1;2;9;;5;;0;1;5;1;;3;1;5;3;1;2;2;"NON BONIFICATO";;;;;5;0,3;96,30;"684533.12";"5064101.73"
4;161;"VICENZA";"SARCEDO";1;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"guarnizione caldaie";2;1;1;1;5;0,5;0;1;1;1;2;9;;5;0,04;0;1;5;1;;3;1;5;3;1;2;2;"NON BONIFICATO";;;;;4;0,4;116,40;"697123.95";"5062248.05"
4;162;"VICENZA";"MALO";1;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"guarnizioni";2;1;1;1;5;1;0;1;1;1;2;9;;5;;;1;5;1;;3;1;5;5;0,5;4;2;"NON BONIFICATO";;;;;5;0,3;112,50;"687664.81";"5059496.82"
4;163;"VICENZA";"MALO";2;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"caldaie ";2;1;1;1;5;0,02;0;1;1;1;2;9;;5;;;1;5;1;;3;1;5;5;0,5;4;2;"NON BONIFICATO";;;;;5;0,3;112,50;"687664.81";"5059496.82"
4;164;"VICENZA";"LUGO DI VICENZA";1;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"caldaia";2;1;1;1;10;;;1;3;1;2;9;;5;;;1;5;1;;3;1;5;1;;2;2;;;;;;5;0,3;148,50;"696268.3";"5068509.9"
4;165;"VICENZA";"LUGO DI VICENZA";2;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"impianto termico";2;1;1;1;5;;;1;3;1;2;9;;5;;;1;5;1;;3;1;5;1;;2;2;;;;;;5;0,3;133,50;"696268.3";"5068509.9"
4;166;"VICENZA";"LUGO DI VICENZA";3;"EDIFICIO INDUSTRIALE E LORO PERTINENZE";"altri impianti";2;1;1;1;5;;;1;1;1;2;9;;5;;;1;5;1;;3;1;5;1;;2;2;;;;;;5;0,3;80,10;"696268.3";"5068509.9"
4;167;"VICENZA";"VELO D'ASTICO";2;"Scuole di ogni ordine e grado";"canna fumaria";1;2,5;2,5;2,5;5;0;350;10;1;1;2;3;0;5;0;21;1;5;1;;3;1;10;5;0;4;10;"A";;0;0;0;2;0,8;816;683944,836;5073289,643
4;168;"VICENZA";"SANTORSO";2;"Ospedali e case di cura";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;14050;10;1;5;2;9;31367;8;0;826;3;30;1;;3;1;20;5;0;4;2;"A";"C";10000;0;0;2;0,8;1399,2;686557,264;5067904,109
